codigo_municipio_pni,vacina,cobertura_ano_anterior,tendencia,num_ubs,num_postos_saude,pib_per_capita,meta,vacina_BCG,vacina_Hepatite B,vacina_Poliomielite (3ª dose),vacina_Tríplice viral (D1),probabilidade_risco,nascidos_vivos,indice_urgencia
330240,Tríplice viral (D1),1.2207752877044216,-0.28068338328423326,63.0,4.0,90891.5504218904,0.95,False,False,False,True,0.14053171896434186,3302.0,464.0357360202568
150445,Hepatite B,0.746031746031746,-0.08504933504933498,9.0,2.0,42093.04643094412,0.95,False,True,False,False,0.9206469586046196,504.0,464.0060671367283
150770,BCG,0.3574380165289256,-0.17561983471074383,11.0,4.0,12079.046913387669,0.9,True,False,False,False,0.9584827937098924,484.0,463.9056721555879
130310,BCG,0.4161490683229814,-0.31854480922803907,7.0,5.0,13106.68095484443,0.9,True,False,False,False,0.9604437776687486,483.0,463.89434461400555
130270,BCG,0.9944008958566628,-0.10352537142444329,13.0,0.0,17183.10642875691,0.9,True,False,False,False,0.5190972155133187,893.0,463.55381345339356
210405,Hepatite B,0.5092783505154639,-0.17023483406871465,11.0,0.0,35904.337117799005,0.95,False,True,False,False,0.955180621909906,485.0,463.26260162630444
130310,Hepatite B,0.5279503105590062,-0.22344115511817375,7.0,5.0,13106.68095484443,0.95,False,True,False,False,0.9589893025935133,483.0,463.19183315266696
210350,Poliomielite (3ª dose),0.8456260720411664,-0.14602668254981865,21.0,11.0,18102.242285941065,0.95,False,False,True,False,0.7944187460620691,583.0,463.1461289541863
291070,Poliomielite (3ª dose),0.9385714285714286,-0.04291005291005301,20.0,0.0,15613.577193439209,0.95,False,False,True,False,0.661608679333628,700.0,463.1260755335396
170550,Poliomielite (3ª dose),0.8986486486486487,0.003360690533465438,12.0,0.0,33923.436450208865,0.95,False,False,True,False,0.7820791475144167,592.0,462.9908553285347
150050,BCG,0.92573402417962,-0.11445890186539598,9.0,12.0,17323.424737456244,0.9,True,False,False,False,0.7991104185401389,579.0,462.6849323347404
410480,Hepatite B,2.2783547139075546,0.772724331924777,51.0,3.0,55176.33335344533,0.95,False,True,False,False,0.09417559999933042,4911.0,462.4963715967117
280120,BCG,0.3238289205702647,-0.29870072369851,10.0,0.0,110604.3452336588,0.9,True,False,False,False,0.940818631839101,491.0,461.9419482329986
230110,Hepatite B,0.9617283950617284,-0.023364772640135034,24.0,1.0,26180.195172606607,0.95,False,True,False,False,0.5701065911447408,810.0,461.78633882724006
420480,BCG,0.7907407407407407,-0.1607642759816672,13.0,1.0,50040.9039830191,0.9,True,False,False,False,0.8548391317606943,540.0,461.6131311507749
431830,Poliomielite (3ª dose),0.8369905956112853,-0.13518616379951665,12.0,0.0,45872.17672303247,0.95,False,False,True,False,0.7234164148430036,638.0,461.53967266983625
230260,Hepatite B,1.0108695652173914,-0.025450047373407614,24.0,4.0,15770.095947116772,0.95,False,True,False,False,0.5015553032652439,920.0,461.4308790040244
352240,Tríplice viral (D1),0.9207920792079208,-0.3491041145637054,27.0,1.0,50803.67332382311,0.95,False,False,False,True,0.38030346961215045,1212.0,460.92780516992633
510510,Poliomielite (3ª dose),0.835820895522388,-0.13905347633690834,11.0,7.0,53258.03586775912,0.95,False,False,True,False,0.7638470370596775,603.0,460.5997633469855
251370,BCG,1.1393203883495149,-0.4613272101394219,49.0,2.0,21102.95510639717,0.9,True,False,False,False,0.223477858059377,2060.0,460.36438760231664
290070,Hepatite B,1.1389059618930546,-0.4121525686175307,41.0,1.0,37769.203270332,0.95,False,True,False,False,0.2827994999398414,1627.0,460.1147864021219
150548,Poliomielite (3ª dose),0.9248554913294798,-0.08528943620675222,14.0,1.0,27114.5825729372,0.95,False,False,True,False,0.6648798921883201,692.0,460.0968853943175
230190,Tríplice viral (D1),0.8723981900452489,-0.09363954580380773,26.0,0.0,21942.39867791505,0.95,False,False,False,True,0.4161898237849295,1105.0,459.88975528234715
210570,Hepatite B,0.9559471365638766,-0.022074841458101346,19.0,4.0,13988.874625588362,0.95,False,True,False,False,0.6745624245395977,681.0,459.377011111466
354520,Tríplice viral (D1),0.9592760180995475,-0.26885318782239065,13.0,0.0,85609.32556079184,0.95,False,False,False,True,0.29657325779403104,1547.0,458.798829807366
430310,Tríplice viral (D1),0.952188552188552,-0.3179607015427912,4.0,18.0,57110.95128359436,0.95,False,False,False,True,0.3088774223481075,1485.0,458.68297218693965
521000,Poliomielite (3ª dose),0.8167202572347267,-0.06957257765623903,12.0,3.0,36024.88315071642,0.95,False,False,True,False,0.7372092582497416,622.0,458.54415863133926
411480,BCG,0.4775510204081633,-0.4256747860434495,9.0,2.0,70837.49492246303,0.9,True,False,False,False,0.9352924584112954,490.0,458.29330462153473
510410,BCG,0.8959349593495934,-0.07870272180982696,12.0,2.0,41462.38396080454,0.9,True,False,False,False,0.7438600485651368,615.0,457.4739298675591
150085,BCG,0.868231046931408,0.26749844619880725,10.0,4.0,22480.3453689168,0.9,True,False,False,False,0.8251150365918377,554.0,457.11373027187807
521150,BCG,0.927240461401952,0.12166068808024322,42.0,3.0,60714.79114568861,0.9,True,False,False,False,0.4051653109055333,1127.0,456.62130539053607
521380,Hepatite B,0.875,-0.06340579710144922,16.0,1.0,49152.363147747856,0.95,False,True,False,False,0.8390171747527049,544.0,456.42534306547145
410960,Hepatite B,0.8366141732283464,-0.09040752302411903,7.0,3.0,29027.364366886977,0.95,False,True,False,False,0.8979170082067567,508.0,456.1418401690324
411570,Hepatite B,0.2616033755274262,-0.3863447886194421,7.0,0.0,29246.92427214142,0.95,False,True,False,False,0.9622658228954544,474.0,456.11400005244536
150170,Tríplice viral (D1),1.0992196209587517,-0.08918617614269753,33.0,6.0,16065.143562828034,0.95,False,False,False,True,0.2541868775061158,1794.0,456.01125824597176
292100,Hepatite B,0.6394052044609665,0.2593701781912643,20.0,2.0,40756.87168162383,0.95,False,True,False,False,0.8471737402201122,538.0,455.77947223842034
291360,Hepatite B,1.1393939393939394,0.15277530841092335,34.0,16.0,40494.94259693589,0.95,False,True,False,False,0.2301134443326499,1980.0,455.62461977864683
240580,BCG,0.3747534516765286,-0.14516269088112332,20.0,0.0,45870.29137879243,0.9,True,False,False,False,0.898354318032011,507.0,455.4656392422296
431350,BCG,0.7783783783783784,0.02349383130910665,8.0,16.0,45192.632289644695,0.9,True,False,False,False,0.8205652431719967,555.0,455.4137099604582
260680,Tríplice viral (D1),1.0049786628733997,-0.0987876707161468,39.0,2.0,32733.914372026808,0.95,False,False,False,True,0.32389791156684367,1406.0,455.4004636629822
240580,Hepatite B,0.3293885601577909,-0.1276345006388548,20.0,0.0,45870.29137879243,0.95,False,True,False,False,0.8981168614758146,507.0,455.345248768238
420460,Tríplice viral (D1),1.4129353233830846,0.2506529965953854,55.0,0.0,57528.90770328169,0.95,False,False,False,True,0.1618123619947761,2814.0,455.3399866533
351840,Tríplice viral (D1),0.8488458674609084,-0.20119322558053032,14.0,4.0,70904.2475687032,0.95,False,False,False,True,0.33863516265126853,1343.0,454.7870234406536
510787,BCG,0.8293577981651377,-0.08056867242309751,8.0,0.0,221470.66749585405,0.9,True,False,False,False,0.8344225170906339,545.0,454.7602718143955
211220,Hepatite B,1.3136025088200705,0.6947360196606943,48.0,0.0,16279.05883701602,0.95,False,True,False,False,0.17826447106771529,2551.0,454.7526656937417
260230,Hepatite B,0.8430232558139535,-0.06672403660481907,14.0,7.0,19645.38079735283,0.95,False,True,False,False,0.8811165263279758,516.0,454.6561275852355
150770,Hepatite B,0.6818181818181818,0.04958677685950408,11.0,4.0,12079.046913387669,0.95,False,True,False,False,0.9392072806230698,484.0,454.5763238215658
130110,BCG,0.8520599250936329,-0.15934691901283116,13.0,0.0,14181.6705637828,0.9,True,False,False,False,0.8511928706607292,534.0,454.53699293282943
291070,Hepatite B,0.9557142857142856,-0.042861212861212805,20.0,0.0,15613.577193439209,0.95,False,True,False,False,0.6489018573264224,700.0,454.23130012849566
210120,Hepatite B,1.0746918056562726,0.21252171767973305,26.0,1.0,18444.21517486091,0.95,False,True,False,False,0.3292713744858758,1379.0,454.0652254160227
500620,Poliomielite (3ª dose),0.8642172523961661,-0.3038222863188257,14.0,1.0,73486.91390564834,0.95,False,False,True,False,0.7248924752047298,626.0,453.7826894781608
431240,BCG,0.9375,-0.05515785609397961,16.0,0.0,81767.31133982152,0.9,True,False,False,False,0.6033286229683139,752.0,453.7031244721721
230580,Hepatite B,0.8384030418250951,-0.10329307124910991,19.0,0.0,16467.929213018182,0.95,False,True,False,False,0.8622451370191812,526.0,453.5409420720893
410180,BCG,1.2007912957467854,-0.2678029216011706,19.0,0.0,224671.6600952092,0.9,True,False,False,False,0.22420295533703932,2022.0,453.3383756914935
330220,BCG,0.9490316004077471,0.07415672553287223,29.0,2.0,40257.29159450124,0.9,True,False,False,False,0.4619689230927566,981.0,453.19151355399424
240200,Poliomielite (3ª dose),0.7260504201680672,-0.3411137589364105,26.0,5.0,28387.744087920717,0.95,False,False,True,False,0.7602164202610773,595.0,452.32877005534095
521800,Hepatite B,0.8352713178294574,-0.008478682170542595,14.0,2.0,46772.72829839565,0.95,False,True,False,False,0.8750374024095848,516.0,451.5192996433458
150280,Poliomielite (3ª dose),0.5703363914373089,-0.2888798640053617,9.0,8.0,11704.922868182755,0.95,False,False,True,False,0.6903932381514273,654.0,451.51717775103344
510642,Poliomielite (3ª dose),0.78330658105939,-0.09466489279164014,10.0,0.0,35042.7645656294,0.95,False,False,True,False,0.7245592280933265,623.0,451.40039910214244
410765,Tríplice viral (D1),1.098994974874372,-0.12611814729757387,14.0,2.0,27805.3172838594,0.95,False,False,False,True,0.226372628307055,1990.0,450.4815303310395
316930,Hepatite B,0.98698224852071,0.22966517534997832,18.0,1.0,47277.07491554614,0.95,False,True,False,False,0.5330408498607931,845.0,450.41951813237023
353730,Poliomielite (3ª dose),0.9004665629860031,-0.1136400200860972,11.0,0.0,44475.1049790042,0.95,False,False,True,False,0.7000361360624059,643.0,450.12323548812697
261300,BCG,0.9318181818181818,-0.28881219067465513,15.0,0.0,38607.00924184513,0.9,True,False,False,False,0.6817135406183972,660.0,449.9309368081421
313720,BCG,0.863481228668942,-0.05752717469240243,16.0,1.0,48073.30973313623,0.9,True,False,False,False,0.7673734532123094,586.0,449.68084358241333
291390,BCG,0.8268482490272373,-0.3096039926881622,15.0,0.0,17563.45501891613,0.9,True,False,False,False,0.8747849193041668,514.0,449.63944852234175
230840,BCG,0.6016260162601627,-0.2072911811920667,18.0,4.0,16247.37928412362,0.9,True,False,False,False,0.913215410853272,492.0,449.3019821398098
353470,Hepatite B,1.0613165013525698,-0.13886885545929295,18.0,3.0,47155.54486871213,0.95,False,True,False,False,0.40483593662952083,1109.0,448.9630537221386
510704,Hepatite B,1.1376492771841609,0.08423480794819072,21.0,0.0,100664.84626406408,0.95,False,True,False,False,0.2814619293248201,1591.0,447.8059295557888
354940,Hepatite B,0.833984375,0.11219449173151752,11.0,0.0,56299.39453849005,0.95,False,True,False,False,0.8745426047621827,512.0,447.76581363823755
150800,BCG,1.0784463061690786,-0.09820040041774769,18.0,3.0,25841.281349411853,0.9,True,False,False,False,0.34084288074128666,1313.0,447.5267024133094
430910,Poliomielite (3ª dose),0.863063063063063,0.0771098858055379,9.0,1.0,88848.1088354014,0.95,False,False,True,False,0.8061436558105128,555.0,447.40972897483465
353390,Poliomielite (3ª dose),0.9365351629502572,0.022202378765743158,8.0,1.0,64815.99302756292,0.95,False,False,True,False,0.7666954411711339,583.0,446.983442202771
230470,Poliomielite (3ª dose),0.9763231197771588,0.011005200702014384,16.0,0.0,10523.65776844631,0.95,False,False,True,False,0.622386721041289,718.0,446.8736657076455
150670,Poliomielite (3ª dose),1.013377926421405,0.04377792642140488,14.0,0.0,61032.73377965631,0.95,False,False,True,False,0.7472302166763332,598.0,446.84366957244725
510642,BCG,0.9197431781701444,-0.026374095997842795,10.0,0.0,35042.7645656294,0.9,True,False,False,False,0.7169461528267559,623.0,446.6574532110689
150275,BCG,0.4968152866242038,-0.12535665907715365,8.0,1.0,19375.46966258696,0.9,True,False,False,False,0.9480034441385875,471.0,446.5096221892747
260280,Poliomielite (3ª dose),0.9574175824175823,-0.08939092822071548,28.0,0.0,12420.350500028791,0.95,False,False,True,False,0.613140279239604,728.0,446.36612328643173
261450,Poliomielite (3ª dose),0.970254957507082,-0.07431328761826617,22.0,1.0,17653.680598877105,0.95,False,False,True,False,0.6321467889968847,706.0,446.2956330318006
110012,BCG,1.096893101632438,0.1192852370775499,17.0,5.0,46845.744894758434,0.9,True,False,False,False,0.23498574478314707,1899.0,446.2379293431963
317070,Hepatite B,1.1348314606741574,-0.10628529059487812,25.0,5.0,73780.23991148043,0.95,False,True,False,False,0.26382404967062967,1691.0,446.1264679930348
110012,Tríplice viral (D1),1.1237493417588205,-0.32737026501343514,17.0,5.0,46845.744894758434,0.95,False,False,False,True,0.23484361972383333,1899.0,445.9680338555595
410400,BCG,0.9437229437229436,0.15546946613407187,8.0,6.0,60047.40198640878,0.9,True,False,False,False,0.6433703090073821,693.0,445.8556241421158
230220,BCG,0.8967297762478486,-0.23685092876142777,24.0,0.0,27215.1410174342,0.9,True,False,False,False,0.7673723657174603,581.0,445.8433444818444
210405,BCG,0.51340206185567,-0.0038393174546748066,11.0,0.0,35904.337117799005,0.9,True,False,False,False,0.9190828280171897,485.0,445.75517158833696
330020,Tríplice viral (D1),0.9310344827586208,-0.17976884134110227,0.0,34.0,101458.15949595514,0.95,False,False,False,True,0.30732057833081916,1450.0,445.6148385796878
150275,Hepatite B,0.5031847133757962,-0.03527682508574226,8.0,1.0,19375.46966258696,0.95,False,True,False,False,0.9459913818413821,471.0,445.56194084729094
210945,BCG,0.4894514767932489,0.037686770910896006,6.0,0.0,12356.7884821168,0.9,True,False,False,False,0.9398030860144639,474.0,445.4666627708559
210945,Hepatite B,0.6286919831223629,0.061633159592951126,6.0,0.0,12356.7884821168,0.95,False,True,False,False,0.9396131617834059,474.0,445.3766386853344
261530,Poliomielite (3ª dose),0.8685612788632326,-0.12200475887261653,33.0,0.0,19616.98485275316,0.95,False,False,True,False,0.7910605963823403,563.0,445.3671157632576
313720,Poliomielite (3ª dose),0.878839590443686,-0.09258898098488544,16.0,1.0,48073.30973313623,0.95,False,False,True,False,0.7594318799309234,586.0,445.0270816395211
210480,Hepatite B,1.0805555555555555,0.09647670794372831,22.0,11.0,19161.36019059996,0.95,False,True,False,False,0.30901570615508966,1440.0,444.9826168633291
260890,Poliomielite (3ª dose),0.8720538720538721,-0.2036218036218035,21.0,5.0,17539.196602371263,0.95,False,False,True,False,0.7489675104993044,594.0,444.8867012365868
411570,BCG,0.5738396624472574,-0.3829637932762846,7.0,0.0,29246.92427214142,0.9,True,False,False,False,0.938500014053256,474.0,444.8490066612433
260720,Tríplice viral (D1),1.1599518941671678,0.12286829894403772,32.0,1.0,181663.3950592326,0.95,False,False,False,True,0.26740970854962,1663.0,444.70234531801805
351670,Hepatite B,0.0237068965517241,-0.1628602676273804,13.0,0.0,44971.88316314415,0.95,False,True,False,False,0.957658108181268,464.0,444.3533621961083
130100,Hepatite B,0.8806818181818182,-0.5025517147523134,6.0,3.0,15076.264699742536,0.95,False,True,False,False,0.8415009241384256,528.0,444.3124879450887
150520,Poliomielite (3ª dose),0.8409090909090909,0.15227647146922274,8.0,15.0,15837.135090414844,0.95,False,False,True,False,0.7756901774731645,572.0,443.69478151465006
412560,Poliomielite (3ª dose),0.775,-0.11432038834951452,23.0,4.0,45653.1652740405,0.95,False,False,True,False,0.8529731021348885,520.0,443.54601311014204
420320,Tríplice viral (D1),0.9955012853470436,-0.36046579284225666,14.0,0.0,26227.545258746144,0.95,False,False,False,True,0.28446132852452277,1556.0,442.62182718415744
510410,Poliomielite (3ª dose),0.8585365853658536,-0.05269529869211753,12.0,2.0,41462.38396080454,0.95,False,False,True,False,0.7196102673197866,615.0,442.5603144016688
351960,Poliomielite (3ª dose),0.9114331723027376,-0.05424545484234822,13.0,1.0,42124.08175503473,0.95,False,False,True,False,0.712165323961459,621.0,442.25466618006607
270550,Hepatite B,0.5661605206073753,-0.40849385727280907,11.0,0.0,42894.70758724739,0.95,False,True,False,False,0.9589175054147958,461.0,442.0609699962209
431760,Hepatite B,0.0536480686695279,0.0147186282802335,9.0,1.0,50733.01976855194,0.95,False,True,False,False,0.9486255044538496,466.0,442.0594850754939
291400,Hepatite B,0.9339130434782608,0.028091125670041572,14.0,2.0,14050.98811449469,0.95,False,True,False,False,0.7685956872541613,575.0,441.94252017114275
293360,Poliomielite (3ª dose),0.9793205317577548,0.04874643295935699,12.0,2.0,17429.22894742722,0.95,False,False,True,False,0.6527786985272185,677.0,441.9311789029269
410880,Hepatite B,0.0341880341880341,-0.027237027237027298,15.0,0.0,44828.05246596255,0.95,False,True,False,False,0.9440729564328347,468.0,441.82614361056665
521850,BCG,0.8336283185840708,0.028433513389265586,17.0,1.0,64472.5989225339,0.9,True,False,False,False,0.781935537184782,565.0,441.79357850940187
260520,Poliomielite (3ª dose),0.8236173393124065,-0.35774705336646206,9.0,24.0,26419.712477667763,0.95,False,False,True,False,0.6602788852028989,669.0,441.7265742007394
354260,BCG,0.8993610223642172,-0.23944917593606596,22.0,0.0,48908.45246634527,0.9,True,False,False,False,0.7051247495846851,626.0,441.4080932400129
250400,BCG,1.808252853380158,0.1892316160763723,103.0,5.0,30780.613716948155,0.9,True,False,False,False,0.07750423851267824,5695.0,441.3866383297026
355370,Hepatite B,0.6836518046709129,-0.017338294338988036,10.0,1.0,44147.4358974359,0.95,False,True,False,False,0.9358473665391549,471.0,440.78410963994196
280710,Poliomielite (3ª dose),0.909255898366606,-0.1351456460349384,20.0,14.0,21733.923622528066,0.95,False,False,True,False,0.7998381851766512,551.0,440.7108400323348
140002,Hepatite B,0.4860215053763441,0.0628536566765805,10.0,4.0,23630.35829683349,0.95,False,True,False,False,0.9468563109265505,465.0,440.288184580846
351570,Hepatite B,1.691818181818182,0.06308683853459995,14.0,0.0,30826.130871996334,0.95,False,True,False,False,0.20005680544569313,2200.0,440.1249719805249
220790,Hepatite B,0.3153347732181425,-0.3362116185344348,15.0,5.0,13193.012086346123,0.95,False,True,False,False,0.9505647848821654,463.0,440.1114954004426
330080,Poliomielite (3ª dose),0.8818342151675485,-0.18846455460398048,29.0,0.0,29896.598352738703,0.95,False,False,True,False,0.7759196104820164,567.0,439.94641914330333
411520,Tríplice viral (D1),1.3978078658929722,-0.1713531318394541,42.0,0.0,67903.99285255714,0.95,False,False,False,True,0.09449380610733198,4653.0,439.67967981741566
290520,Poliomielite (3ª dose),0.7968253968253968,-0.12716108966108963,15.0,1.0,23393.5053449204,0.95,False,False,True,False,0.6977500961896943,630.0,439.5825605995074
411320,Poliomielite (3ª dose),0.7358490566037735,-0.04858208112077733,13.0,6.0,58830.87794147057,0.95,False,False,True,False,0.8293514710411345,530.0,439.5562796518013
231240,Poliomielite (3ª dose),1.0204342273307792,-0.10073924205697593,22.0,0.0,127594.94302125851,0.95,False,False,True,False,0.5613044335662909,783.0,439.5013714824058
320332,Poliomielite (3ª dose),0.8315789473684211,-0.16842105263157892,15.0,0.0,169391.54284624007,0.95,False,False,True,False,0.7704916728845755,570.0,439.1802535442081
291950,BCG,0.902439024390244,0.013783562205370137,14.0,15.0,16069.311892125825,0.9,True,False,False,False,0.823081271646592,533.0,438.7023177876335
411930,BCG,0.6255230125523012,-0.4074181639182872,13.0,10.0,61938.96807869906,0.9,True,False,False,False,0.9173500854695763,478.0,438.4933408544575
412410,Poliomielite (3ª dose),0.74,-0.29200000000000004,11.0,4.0,41422.70504180847,0.95,False,False,True,False,0.7308050494007128,600.0,438.4830296404277
260940,BCG,0.95125786163522,-0.014527519391218435,17.0,2.0,20225.511828112565,0.9,True,False,False,False,0.6885701861598279,636.0,437.93063839765057
320280,Poliomielite (3ª dose),0.8141263940520446,-0.15847634567398283,17.0,3.0,154008.98774854388,0.95,False,False,True,False,0.8139827413910024,538.0,437.92271486835926
431410,Tríplice viral (D1),1.199063231850117,-0.11883067155447513,57.0,4.0,68227.529520161,0.95,False,False,False,True,0.17085003836428883,2562.0,437.717798289308
430470,Poliomielite (3ª dose),0.927344782034346,-0.7428044716969974,1.0,18.0,60594.24956313508,0.95,False,False,True,False,0.5779682243850712,757.0,437.52194585949894
230840,Hepatite B,0.8252032520325203,-0.20876702397597224,18.0,4.0,16247.37928412362,0.95,False,True,False,False,0.8891970293113765,492.0,437.4849384211972
261310,BCG,0.8996212121212122,-0.18579545454545454,15.0,2.0,15514.248774443786,0.9,True,False,False,False,0.8282496266965815,528.0,437.31580289579506
313250,Hepatite B,0.8166666666666667,-0.12539882451721251,16.0,12.0,20332.03836348185,0.95,False,True,False,False,0.9109148259066684,480.0,437.2391164352008
150270,Hepatite B,0.9358108108108107,0.007123614700599967,15.0,4.0,22083.42111751126,0.95,False,True,False,False,0.738546048450017,592.0,437.2192606824101
150405,BCG,0.6094420600858369,-0.1563420539671162,9.0,2.0,14217.098943323726,0.9,True,False,False,False,0.9377903960187699,466.0,437.01032454474677
261560,BCG,0.878095238095238,-0.18673776779867146,14.0,2.0,21576.16833217902,0.9,True,False,False,False,0.832094063691832,525.0,436.8493834382118
160027,BCG,0.8727598566308243,-0.03835125448028687,10.0,4.0,38025.43145184257,0.9,True,False,False,False,0.7822842355065114,558.0,436.51460341263333
150210,BCG,1.1278195488721805,0.289358010410642,30.0,4.0,14171.23502056877,0.9,True,False,False,False,0.2050212833402434,2128.0,436.2852909480379
292550,BCG,0.7067510548523207,-0.2503304902120569,11.0,0.0,22197.58306430877,0.9,True,False,False,False,0.9201323444908955,474.0,436.1427312886845
432160,BCG,0.9610591900311528,0.11252218486764165,11.0,0.0,29046.003640575876,0.9,True,False,False,False,0.6792550142267583,642.0,436.0817191335788
290600,Tríplice viral (D1),0.84736355226642,-0.1565695844100794,8.0,27.0,22665.3683959819,0.95,False,False,False,True,0.4031982971180832,1081.0,435.8573591846479
421250,Hepatite B,0.3070175438596491,-0.11545436625271044,11.0,3.0,39826.01075364644,0.95,False,True,False,False,0.9549249962792625,456.0,435.44579830334374
150405,Hepatite B,0.6866952789699571,-0.05464891654939119,9.0,2.0,14217.098943323726,0.95,False,True,False,False,0.9342498534358472,466.0,435.3604317011048
430610,BCG,0.856929955290611,-0.8795969908171734,24.0,0.0,74684.46692580584,0.9,True,False,False,False,0.6482732462661553,671.0,434.99134824459026
412560,BCG,0.6519230769230769,-0.22574682598954443,23.0,4.0,45653.1652740405,0.9,True,False,False,False,0.8364216558831988,520.0,434.9392610592634
350460,Hepatite B,0.2239130434782608,0.1496671038030868,3.0,0.0,27960.19809244314,0.95,False,True,False,False,0.9449040262046065,460.0,434.65585205411895
210140,Tríplice viral (D1),1.282898241875333,0.16097310818549326,33.0,6.0,73990.56668664695,0.95,False,False,False,True,0.23139008611099296,1877.0,434.31919163033376
150240,Hepatite B,1.9070999646767923,-0.20173343077605876,51.0,11.0,32862.90674933422,0.95,False,True,False,False,0.15339850853646061,2831.0,434.27117766672
355540,Tríplice viral (D1),0.9421686746987952,-0.6718508461530237,24.0,3.0,37716.5119755649,0.95,False,False,False,True,0.34875641901642596,1245.0,434.2017416754503
150290,Hepatite B,0.1285403050108932,0.002649568668850494,14.0,1.0,11765.256167902671,0.95,False,True,False,False,0.9449454684554982,459.0,433.72997002107365
521380,BCG,0.8529411764705882,-0.11082693947144062,16.0,1.0,49152.363147747856,0.9,True,False,False,False,0.7969626240441542,544.0,433.54766748001987
432120,BCG,0.8448598130841122,-0.0454279567000605,9.0,2.0,34104.18466624094,0.9,True,False,False,False,0.8103232653014326,535.0,433.52294693626646
313170,BCG,0.9549702633814784,-0.002418675875094589,31.0,0.0,65590.28788720962,0.9,True,False,False,False,0.36824640478404397,1177.0,433.42601843081974
312160,Poliomielite (3ª dose),0.781651376146789,-0.07575950565433665,18.0,10.0,25181.77434908389,0.95,False,False,True,False,0.7950783626938497,545.0,433.3177076681481
432160,Poliomielite (3ª dose),0.7897196261682243,-0.23437675937394442,11.0,0.0,29046.003640575876,0.95,False,False,True,False,0.6749088093341359,642.0,433.29145559251526
311120,BCG,0.8323809523809523,-0.1388834154351397,18.0,0.0,27891.730588977945,0.9,True,False,False,False,0.8252645315266446,525.0,433.2638790514884
292550,Hepatite B,0.8037974683544303,-0.1661596131906341,11.0,0.0,22197.58306430877,0.95,False,True,False,False,0.9140121869989156,474.0,433.241776637486
430210,BCG,0.994971264367816,-0.005712730160227664,21.0,7.0,73589.31717972245,0.9,True,False,False,False,0.31082740173472967,1392.0,432.6717432147437
314330,BCG,1.4432913269088214,0.19104596096194593,140.0,0.0,32170.33362302047,0.9,True,False,False,False,0.08017600448796708,5396.0,432.62972021707037
355150,Hepatite B,0.4422222222222222,-0.6162573099415206,8.0,0.0,33126.12448472978,0.95,False,True,False,False,0.9605455762094518,450.0,432.24550929425334
350460,BCG,0.1673913043478261,0.05370220922021589,3.0,0.0,27960.19809244314,0.9,True,False,False,False,0.9388150313524796,460.0,431.8549144221406
210095,BCG,0.9157303370786516,0.07490636704119835,12.0,3.0,12565.074264216011,0.9,True,False,False,False,0.8087071491332465,534.0,431.84961763715364
350750,Tríplice viral (D1),1.0280970625798211,-0.3401806773793348,28.0,0.0,55059.40546312562,0.95,False,False,False,True,0.27564663179352594,1566.0,431.66262538866164
150290,BCG,0.1546840958605664,-0.03533965710855472,14.0,1.0,11765.256167902671,0.9,True,False,False,False,0.9401651240177549,459.0,431.53579192414946
292510,Hepatite B,0.9136029411764706,-0.08258753501400562,14.0,0.0,14119.458306586876,0.95,False,True,False,False,0.7922270712865205,544.0,430.97152677986713
420480,Poliomielite (3ª dose),0.8481481481481481,0.00199430199430195,13.0,1.0,50040.9039830191,0.95,False,False,True,False,0.7980637320472826,540.0,430.9544153055326
410140,Tríplice viral (D1),1.008595988538682,-0.19291344542358213,35.0,0.0,37146.42599167013,0.95,False,False,False,True,0.3083571691315334,1396.0,430.4666081076206
430390,BCG,0.9161585365853658,0.03615853658536583,18.0,1.0,72015.34522787266,0.9,True,False,False,False,0.6561531338325852,656.0,430.4364557941759
170220,BCG,0.8119834710743802,-0.13641947732856818,12.0,1.0,20096.497274265304,0.9,True,False,False,False,0.8889160768997226,484.0,430.23538121946575
310900,Hepatite B,0.6385542168674698,0.17157308479199812,19.0,0.0,73116.53604008738,0.95,False,True,False,False,0.863871015576062,498.0,430.2077657568789
290650,Hepatite B,0.9416243654822336,-0.040403875852811355,30.0,0.0,79439.99889475283,0.95,False,True,False,False,0.545909261209338,788.0,430.1764978329584
130063,Hepatite B,0.904059040590406,0.03509352334902671,0.0,4.0,12651.848634038037,0.95,False,True,False,False,0.7933422022355113,542.0,429.99147361164717
411320,BCG,0.8264150943396227,0.006055812902496904,13.0,6.0,58830.87794147057,0.9,True,False,False,False,0.811275762342064,530.0,429.9761540412939
352520,Hepatite B,0.6052631578947368,-0.11887477313974593,5.0,0.0,94483.65525509523,0.95,False,True,False,False,0.9422436937182411,456.0,429.663124335518
292890,BCG,0.8321167883211679,-0.06788321167883216,18.0,9.0,259713.1107591081,0.9,True,False,False,False,0.7840438191536383,548.0,429.6560128961938
270850,Hepatite B,0.6162280701754386,0.02884942939873958,12.0,0.0,34104.330644900074,0.95,False,True,False,False,0.9418219223958971,456.0,429.4707966125291
411770,Hepatite B,0.2066666666666666,-0.39132328308207714,15.0,5.0,65573.85910500665,0.95,False,True,False,False,0.953985678806919,450.0,429.29355546311353
353470,BCG,0.9801623083859332,0.009819398283986813,18.0,3.0,47155.54486871213,0.9,True,False,False,False,0.38708974117658346,1109.0,429.28252296483106
316370,Hepatite B,0.6255411255411255,0.10401002506265666,16.0,0.0,31519.7107013706,0.95,False,True,False,False,0.9276867999917228,462.0,428.5913015961759
