codigo_municipio_pni,vacina,cobertura_ano_anterior,tendencia,num_ubs,num_postos_saude,pib_per_capita,meta,vacina_BCG,vacina_Hepatite B,vacina_Poliomielite (3ª dose),vacina_Tríplice viral (D1),cobertura_prevista_2026,deficit_cobertura,nascidos_vivos,criancas_sem_vacina_estimado
315490,Hepatite B,0.646551724137931,0.35729552579082363,7.0,1.0,21722.886855891786,0.95,False,True,False,False,0.5932861845360915,0.35671381546390846,116.0,41
421290,Poliomielite (3ª dose),0.8133704735376045,-0.056720160903483086,9.0,0.0,88371.60932095394,0.95,False,False,True,False,0.8368373308856253,0.11316266911437467,359.0,41
313110,BCG,0.180327868852459,-0.11817959383410809,3.0,0.0,14831.3661646995,0.9,True,False,False,False,0.2232976937966524,0.6767023062033476,61.0,41
292650,Hepatite B,0.8047337278106509,-0.345266272189349,7.0,0.0,14431.543963586446,0.95,False,True,False,False,0.7090644708940192,0.2409355291059807,169.0,41
314535,BCG,0.53,-0.38954022988505754,6.0,0.0,14694.793187347932,0.9,True,False,False,False,0.4931753494809569,0.4068246505190431,100.0,41
110034,BCG,0.7352941176470589,-0.008891928864569021,6.0,0.0,37098.87931691698,0.9,True,False,False,False,0.660109488314843,0.23989051168515707,170.0,41
110032,Hepatite B,0.918918918918919,0.032252252252252256,4.0,4.0,71605.82389646406,0.95,False,True,False,False,0.8272515723353012,0.12274842766469873,333.0,41
250010,BCG,0.6115702479338843,-0.1460055096418733,5.0,0.0,11501.66041778254,0.9,True,False,False,False,0.5623151978962659,0.3376848021037341,121.0,41
293250,Hepatite B,0.8505154639175257,-0.33258312763177,10.0,1.0,25024.047211957422,0.95,False,True,False,False,0.740405921758668,0.20959407824133192,194.0,41
314070,Poliomielite (3ª dose),0.8650442477876106,-0.1665859225286912,16.0,0.0,28963.13522369916,0.95,False,False,True,False,0.8603937682587393,0.0896062317412607,452.0,41
420790,BCG,0.6384615384615384,-0.2894663894663896,2.0,7.0,61879.0471560525,0.9,True,False,False,False,0.584811765878971,0.31518823412102903,130.0,41
312380,BCG,0.234375,-0.17738970588235292,3.0,1.0,18328.454516839785,0.9,True,False,False,False,0.2625607771559023,0.6374392228440977,64.0,41
311680,Hepatite B,0.5638297872340425,-0.16443108233117487,2.0,0.0,16507.166482910696,0.95,False,True,False,False,0.5171183436560257,0.43288165634397424,94.0,41
352040,Poliomielite (3ª dose),1.0170575692963753,0.06173842036020505,14.0,0.0,424535.26650254766,0.95,False,False,True,False,0.8631946139736335,0.08680538602636645,469.0,41
270450,BCG,0.9227272727272728,-0.12512751275127498,10.0,0.0,37916.51644184745,0.9,True,False,False,False,0.8372811610804897,0.06271883891951036,660.0,41
355560,BCG,0.4948453608247423,-0.39404352806414655,2.0,0.0,50204.34866269001,0.9,True,False,False,False,0.4753898508421775,0.4246101491578225,97.0,41
312390,Hepatite B,0.7549668874172185,0.5367850692354004,4.0,4.0,28299.674487996745,0.95,False,True,False,False,0.678308408528029,0.271691591471971,151.0,41
330030,Poliomielite (3ª dose),0.9285714285714286,-0.08633682830930534,28.0,0.0,34728.88472594554,0.95,False,False,True,False,0.8958975291562772,0.05410247084372277,756.0,41
241280,BCG,0.1666666666666666,-0.814814814814815,3.0,3.0,14036.4414472831,0.9,True,False,False,False,0.22255738521843985,0.6774426147815602,60.0,41
350730,BCG,0.2,-0.1877551020408163,2.0,0.0,139455.99151643692,0.9,True,False,False,False,0.22393868516380303,0.676061314836197,60.0,41
280150,Hepatite B,0.8374384236453202,-0.09066615151807866,7.0,0.0,33524.651699992784,0.95,False,True,False,False,0.7465407463166224,0.20345925368337758,203.0,41
355160,BCG,0.8089430894308943,0.17545892653496675,10.0,0.0,34288.05111393591,0.9,True,False,False,False,0.7344527389305031,0.1655472610694969,246.0,41
251390,Poliomielite (3ª dose),0.8506666666666667,-0.10341496598639455,17.0,0.0,22470.792616720955,0.95,False,False,True,False,0.8402169227782883,0.10978307722171166,375.0,41
312360,BCG,0.8260869565217391,-0.1541501976284585,12.0,3.0,36009.34082624545,0.9,True,False,False,False,0.7526347554941478,0.1473652445058522,276.0,41
316557,BCG,0.7423312883435583,-0.16744314774666724,3.0,1.0,18648.08250080567,0.9,True,False,False,False,0.6463306332419616,0.2536693667580384,163.0,41
310170,BCG,0.8838174273858921,0.028213979110029985,11.0,3.0,20164.42869884055,0.9,True,False,False,False,0.8150308430677627,0.08496915693223728,482.0,41
240540,BCG,0.3780487804878049,-0.4661070636680392,3.0,1.0,13519.05413328122,0.9,True,False,False,False,0.4018895018417913,0.49811049815820874,82.0,41
251280,Hepatite B,0.5172413793103449,-0.4704129416773095,4.0,0.0,13159.189921111503,0.95,False,True,False,False,0.4836051765840131,0.46639482341598687,87.0,41
260870,BCG,0.6981132075471698,-0.3148738054398431,7.0,0.0,11994.245524296675,0.9,True,False,False,False,0.644220866434173,0.25577913356582704,159.0,41
421880,BCG,0.768361581920904,0.19032689983997908,7.0,1.0,76105.11385417465,0.9,True,False,False,False,0.6697868195621599,0.23021318043784011,177.0,41
130030,Poliomielite (3ª dose),0.7409568261376897,-0.33627894622003385,13.0,0.0,14074.439418727745,0.95,False,False,True,False,0.9016263378066006,0.048373662193399336,857.0,41
310445,BCG,0.074074074074074,-0.0814814814814815,2.0,2.0,18311.082856537403,0.9,True,False,False,False,0.1421643594999369,0.7578356405000631,54.0,41
291000,Hepatite B,0.6742424242424242,0.08424242424242423,3.0,4.0,14351.84842883549,0.95,False,True,False,False,0.6390666602547044,0.3109333397452956,132.0,41
150160,BCG,0.7349397590361446,-0.25917788802267894,9.0,0.0,11666.772302329266,0.9,True,False,False,False,0.6555192203019742,0.24448077969802584,166.0,41
220208,BCG,0.6456692913385826,-0.2863695436128738,2.0,2.0,19161.87005152696,0.9,True,False,False,False,0.5778365996476786,0.3221634003523214,127.0,41
280140,BCG,0.8235294117647058,0.10504201680672265,4.0,7.0,36299.16244545865,0.9,True,False,False,False,0.7267338157525957,0.17326618424740436,238.0,41
354260,BCG,0.8993610223642172,-0.23944917593606596,22.0,0.0,48908.45246634527,0.9,True,False,False,False,0.8351206483625099,0.06487935163749015,626.0,41
280600,BCG,0.7710843373493976,-0.2620648339213203,1.0,12.0,21844.126108143017,0.9,True,False,False,False,0.6525413212060691,0.2474586787939309,166.0,41
310590,BCG,0.8053097345132744,-0.2348912705118512,7.0,0.0,39930.77689243028,0.9,True,False,False,False,0.716831028354073,0.18316897164592705,226.0,41
251380,BCG,0.135593220338983,-0.3273697426239799,2.0,0.0,15199.681962744207,0.9,True,False,False,False,0.198241063138992,0.701758936861008,59.0,41
171670,Hepatite B,0.5531914893617021,-0.013475177304964503,4.0,0.0,25504.97707191589,0.95,False,True,False,False,0.5086766003112756,0.44132339968872436,94.0,41
352800,BCG,0.7073170731707317,-0.1844026720521983,4.0,0.0,41110.40465862499,0.9,True,False,False,False,0.6508145286314959,0.2491854713685041,164.0,41
420850,BCG,0.8961352657004831,0.06894632560831715,10.0,0.0,59028.953817153626,0.9,True,False,False,False,0.8012693242079542,0.09873067579204586,414.0,41
330090,BCG,0.6016949152542372,-0.14116222760290564,7.0,6.0,32811.165845648604,0.9,True,False,False,False,0.5565902875735408,0.34340971242645923,118.0,41
314690,BCG,0.6754966887417219,-0.11535298446089248,7.0,1.0,27185.416666666668,0.9,True,False,False,False,0.6298260926102697,0.27017390738973035,151.0,41
210700,BCG,0.6190476190476191,-0.14366424535916056,6.0,0.0,13118.054030309686,0.9,True,False,False,False,0.5706473793278392,0.32935262067216087,126.0,41
240950,Hepatite B,0.125,-0.009615384615384609,6.0,0.0,89940.57490326147,0.95,False,True,False,False,0.22083663979412627,0.7291633602058737,56.0,41
290770,BCG,0.6691176470588235,-0.21977124183006536,4.0,2.0,13005.104452216656,0.9,True,False,False,False,0.5953455668099779,0.30465443319002217,136.0,41
314910,Hepatite B,0.6181818181818182,0.24563279857397508,7.0,0.0,20585.223048327138,0.95,False,True,False,False,0.5790120230151252,0.37098797698487473,110.0,41
290770,Hepatite B,0.7573529411764706,-0.18709150326797386,4.0,2.0,13005.104452216656,0.95,False,True,False,False,0.6512273814948496,0.29877261850515036,136.0,41
412470,Hepatite B,0.7586206896551724,0.15711693025667617,2.0,3.0,32253.55493998153,0.95,False,True,False,False,0.6674300216594697,0.2825699783405302,145.0,41
314085,BCG,0.5948275862068966,-0.0066761731915996325,6.0,1.0,22549.634626194493,0.9,True,False,False,False,0.5581150768982462,0.3418849231017538,116.0,40
261100,Hepatite B,0.9133858267716536,-0.12232845894263222,13.0,5.0,45917.94736688036,0.95,False,True,False,False,0.8707360035142817,0.07926399648571825,508.0,40
171570,BCG,0.1,-0.31304347826086953,1.0,0.0,51604.21008753647,0.9,True,False,False,False,0.23524809219415804,0.6647519078058419,60.0,40
351860,Hepatite B,0.9312320916905444,0.007547881164228665,8.0,0.0,40481.9990399488,0.95,False,True,False,False,0.8355403990190154,0.11445960098098451,349.0,40
130270,Hepatite B,0.9910414333706606,-0.057345663403532865,13.0,0.0,17183.10642875691,0.95,False,True,False,False,0.9051398907240212,0.04486010927597872,893.0,40
260800,BCG,0.8055555555555556,-0.08424036281179137,9.0,5.0,12143.154705548191,0.9,True,False,False,False,0.7147911590579347,0.18520884094206536,216.0,40
500627,Hepatite B,0.2388059701492537,0.0319094184251158,4.0,0.0,252215.2450090744,0.95,False,True,False,False,0.35829005253641055,0.5917099474635894,67.0,40
314625,BCG,0.0392156862745098,-0.0798319327731092,2.0,2.0,13532.621589561091,0.9,True,False,False,False,0.12351707709643574,0.7764829229035642,51.0,40
412575,BCG,0.0392156862745098,-0.1988795518207282,6.0,0.0,46313.45089903181,0.9,True,False,False,False,0.11320235253848238,0.7867976474615177,51.0,40
210680,BCG,0.7396449704142012,0.15772406645939896,8.0,6.0,9531.764200887108,0.9,True,False,False,False,0.6660350104209481,0.23396498957905187,169.0,40
150172,BCG,0.8701298701298701,-0.1826754103981827,7.0,5.0,20935.431669228903,0.9,True,False,False,False,0.7706944908403175,0.12930550915968253,308.0,40
130010,Hepatite B,0.9043478260869564,0.09353701527614555,5.0,0.0,17283.412818425033,0.95,False,True,False,False,0.777760568309932,0.17223943169006795,230.0,40
260440,BCG,0.6412213740458015,0.043999151823579274,8.0,0.0,14654.420825631549,0.9,True,False,False,False,0.595429631453295,0.30457036854670505,131.0,40
411810,Hepatite B,0.7518248175182481,-0.08779782399118585,4.0,1.0,54160.19671445014,0.95,False,True,False,False,0.6583256217828883,0.2916743782171116,137.0,40
150690,BCG,0.5818181818181818,0.010389610389610393,5.0,1.0,13279.431000654022,0.9,True,False,False,False,0.540129294947019,0.359870705052981,110.0,40
